Timestamp,Gsr
1739356973.451,4.845853
1739356973.701,4.84329
1739356973.951,4.845853
1739356974.201,4.839447
1739356974.451,4.834321
1739356974.701,4.83304
1739356974.951,4.830478
1739356975.201,4.827915
1739356975.451,4.831759
1739356975.701,4.820228
1739356975.951,4.82279
1739356976.201,4.839447
1739356976.451,4.83304
1739356976.701,4.826634
1739356976.951,4.827915
1739356977.201,4.821509
1739356977.451,4.824071
1739356977.701,4.827915
1739356977.951,4.825353
1739356978.201,4.826634
1739356978.451,4.818946
1739356978.701,4.818946
1739356978.951,4.820228
1739356979.201,4.813821
1739356979.451,4.804852
1739356979.701,4.80229
1739356979.951,4.798446
1739356980.201,4.797165
1739356980.451,4.801009
1739356980.701,4.804852
1739356980.951,4.808696
1739356981.201,4.809978
1739356981.451,4.820228
1739356981.701,4.81254
1739356981.951,4.81254
1739356982.201,4.809978
1739356982.451,4.81254
1739356982.701,4.804852
1739356982.951,4.798446
1739356983.201,4.807415
1739356983.451,4.795884
1739356983.701,4.79204
1739356983.951,4.794602
1739356984.201,4.79204
1739356984.451,4.788197
1739356984.701,4.784353
1739356984.951,4.780509
1739356985.201,4.785634
1739356985.451,4.784353
1739356985.701,4.78179
1739356985.951,4.772821
1739356986.201,4.77154
1739356986.451,4.772821
1739356986.701,4.762571
1739356986.951,4.760009
1739356987.201,4.766415
1739356987.451,4.762571
1739356987.701,4.758728
1739356987.951,4.762571
1739356988.201,4.766415
1739356988.451,4.757446
1739356988.701,4.754884
1739356988.951,4.757446
1739356989.201,4.753603
1739356989.451,4.749759
1739356989.701,4.747196
1739356989.951,4.739509
1739356990.201,4.734384
1739356990.451,4.735665
1739356990.701,4.729259
1739356990.951,4.726696
1739356991.201,4.738227
1739356991.451,4.734384
1739356991.701,4.73054
1739356991.951,4.733102
1739356992.201,4.729259
1739356992.451,4.725415
1739356992.701,4.725415
1739356992.951,4.725415
1739356993.201,4.719008
1739356993.451,4.72029
1739356993.701,4.711321
1739356993.951,4.71004
1739356994.201,4.707478
1739356994.451,4.708758
1739356994.701,4.704915
1739356994.951,4.702353
1739356995.201,4.707478
1739356995.451,4.701071
1739356995.701,4.708758
1739356995.951,4.706196
1739356996.201,4.71004
1739356996.451,4.702353
1739356996.701,4.701071
1739356996.951,4.701071
1739356997.201,4.695946
1739356997.451,4.686977
1739356997.701,4.686977
1739356997.951,4.685696
1739356998.201,4.67929
1739356998.451,4.680571
1739356998.701,4.672884
1739356998.951,4.681852
1739356999.201,4.676727
1739356999.451,4.676727
1739356999.701,4.676727
1739356999.951,4.684415
1739357000.201,4.676727
1739357000.451,4.676727
1739357000.701,4.675446
1739357000.951,4.675446
1739357001.201,4.667758
1739357001.451,4.663915
1739357001.701,4.661352
1739357001.951,4.653665
1739357002.201,4.656227
1739357002.451,4.660071
1739357002.701,4.653665
1739357002.951,4.653665
1739357003.201,4.656227
1739357003.451,4.654946
1739357003.701,4.654946
1739357003.951,4.651102
1739357004.201,4.645977
1739357004.451,4.645977
1739357004.701,4.639571
1739357004.951,4.638289
1739357005.201,4.637008
1739357005.451,4.635727
1739357005.701,4.631883
1739357005.951,4.631883
1739357006.201,4.631883
1739357006.451,4.633164
1739357006.701,4.631883
1739357006.951,4.633164
1739357007.201,4.635727
1739357007.451,4.631883
1739357007.701,4.631883
1739357007.951,4.626759
1739357008.201,4.625477
1739357008.451,4.624196
1739357008.701,4.613946
1739357008.951,4.610102
1739357009.201,4.60754
1739357009.451,4.612665
1739357009.701,4.606258
1739357009.951,4.603696
1739357010.201,4.602415
1739357010.451,4.610102
1739357010.701,4.610102
1739357010.951,4.60754
1739357011.201,4.608821
1739357011.451,4.603696
1739357011.701,4.602415
1739357011.951,4.601133
1739357012.201,4.596008
1739357012.451,4.590883
1739357012.701,4.585758
1739357012.951,4.580633
1739357013.201,4.589602
1739357013.451,4.589602
1739357013.701,4.584477
1739357013.951,4.590883
1739357014.201,4.588321
1739357014.451,4.584477
1739357014.701,4.581914
1739357014.951,4.581914
1739357015.201,4.578071
1739357015.451,4.576789
1739357015.701,4.571664
1739357015.951,4.570383
1739357016.201,4.572946
1739357016.451,4.567821
1739357016.701,4.567821
1739357016.951,4.576789
1739357017.201,4.587039
1739357017.451,4.590883
1739357017.701,4.590883
1739357017.951,4.585758
1739357018.201,4.578071
1739357018.451,4.558852
1739357018.701,4.551164
1739357018.951,4.537071
1739357019.201,4.529383
1739357019.451,4.521696
1739357019.701,4.521696
1739357019.951,4.521696
1739357020.201,4.517852
1739357020.451,4.520414
1739357020.701,4.514008
1739357020.951,4.522977
1739357021.201,4.519133
1739357021.451,4.510164
1739357021.701,4.512727
1739357021.951,4.511446
1739357022.201,4.512727
1739357022.451,4.502477
1739357022.701,4.50632
1739357022.951,4.502477
1739357023.201,4.498633
1739357023.451,4.499914
1739357023.701,4.489664
1739357023.951,4.497352
1739357024.201,4.493508
1739357024.451,4.499914
1739357024.701,4.490945
1739357024.951,4.497352
1739357025.201,4.489664
1739357025.451,4.488383
1739357025.701,4.487102
1739357025.951,4.483258
1739357026.201,4.479414
1739357026.451,4.47557
1739357026.701,4.47557
1739357026.951,4.47557
1739357027.201,4.469164
1739357027.451,4.467883
1739357027.701,4.474289
1739357027.951,4.473008
1739357028.201,4.473008
1739357028.451,4.471726
1739357028.701,4.474289
1739357028.951,4.466601
1739357029.201,4.462758
1739357029.451,4.457633
1739357029.701,4.456352
1739357029.951,4.449945
1739357030.201,4.453789
1739357030.451,4.447383
1739357030.701,4.447383
1739357030.951,4.452508
1739357031.201,4.451227
1739357031.451,4.452508
1739357031.701,4.456352
1739357031.951,4.45507
1739357032.201,4.458914
1739357032.451,4.461477
1739357032.701,4.448664
1739357032.951,4.451227
1739357033.201,4.442258
1739357033.451,4.44482
1739357033.701,4.438414
1739357033.951,4.437133
1739357034.201,4.43457
1739357034.451,4.438414
1739357034.701,4.439695
1739357034.951,4.432008
1739357035.201,4.435852
1739357035.451,4.43457
1739357035.701,4.433289
1739357035.951,4.426883
1739357036.201,4.430727
1739357036.451,4.423039
1739357036.701,4.422623
1739357036.951,4.418779
1739357037.201,4.418779
1739357037.451,4.420061
1739357037.701,4.420061
1739357037.951,4.420061
1739357038.201,4.418779
1739357038.451,4.422623
1739357038.701,4.423904
1739357038.951,4.418779
1739357039.201,4.423904
1739357039.451,4.426467
1739357039.701,4.423904
1739357039.951,4.426467
1739357040.201,4.420061
1739357040.451,4.425186
1739357040.701,4.413654
1739357040.951,4.414936
1739357041.201,4.414936
1739357041.451,4.413654
1739357041.701,4.409811
1739357041.951,4.412373
1739357042.201,4.411092
1739357042.451,4.407248
1739357042.701,4.405967
1739357042.951,4.404685
1739357043.201,4.396998
1739357043.451,4.39956
1739357043.701,4.38931
1739357043.951,4.388029
1739357044.201,4.391873
1739357044.451,4.38931
1739357044.701,4.381623
1739357044.951,4.385467
1739357045.201,4.380342
1739357045.451,4.385467
1739357045.701,4.382904
1739357045.951,4.380342
1739357046.201,4.381623
1739357046.451,4.373935
1739357046.701,4.371373
1739357046.951,4.366248
1739357047.201,4.362404
1739357047.451,4.363686
1739357047.701,4.358561
1739357047.951,4.357279
1739357048.201,4.357279
1739357048.451,4.357279
1739357048.701,4.353436
1739357048.951,4.357279
1739357049.201,4.353436
1739357049.451,4.353436
1739357049.701,4.353436
1739357049.951,4.347029
1739357050.201,4.34831
1739357050.451,4.340623
1739357050.701,4.335498
1739357050.951,4.330373
1739357051.201,4.329092
1739357051.451,4.325248
1739357051.701,4.329092
1739357051.951,4.322685
1739357052.201,4.325248
1739357052.451,4.326529
1739357052.701,4.323967
1739357052.951,4.322685
1739357053.201,4.321404
1739357053.451,4.322685
1739357053.701,4.321404
1739357053.951,4.318841
1739357054.201,4.312435
1739357054.451,4.309873
1739357054.701,4.304748
1739357054.951,4.304748
1739357055.201,4.299623
1739357055.451,4.300904
1739357055.701,4.306029
1739357055.951,4.302185
1739357056.201,4.299623
1739357056.451,4.300904
1739357056.701,4.300904
1739357056.951,4.293216
1739357057.201,4.291935
1739357057.451,4.288092
1739357057.701,4.282967
1739357057.951,4.282967
1739357058.201,4.275279
1739357058.451,4.272717
1739357058.701,4.271435
1739357058.951,4.272717
1739357059.201,4.270154
1739357059.451,4.272717
1739357059.701,4.273998
1739357059.951,4.271435
1739357060.201,4.272717
1739357060.451,4.26631
1739357060.701,4.265029
1739357060.951,4.257341
1739357061.201,4.254779
1739357061.451,4.258623
1739357061.701,4.249654
1739357061.951,4.248373
1739357062.201,4.252216
1739357062.451,4.252216
1739357062.701,4.252216
1739357062.951,4.248373
1739357063.201,4.244529
1739357063.451,4.240685
1739357063.701,4.238122
1739357063.951,4.238122
1739357064.201,4.231716
1739357064.451,4.226591
1739357064.701,4.22531
1739357064.951,4.226591
1739357065.201,4.22531
1739357065.451,4.224029
1739357065.701,4.221466
1739357065.951,4.22531
1739357066.201,4.227872
1739357066.451,4.224029
1739357066.701,4.222747
1739357066.951,4.218904
1739357067.201,4.21506
1739357067.451,4.216341
1739357067.701,4.209935
1739357067.951,4.203529
1739357068.201,4.202248
1739357068.451,4.19456
1739357068.701,4.193279
1739357068.951,4.188154
1739357069.201,4.19456
1739357069.451,4.186872
1739357069.701,4.190716
1739357069.951,4.188154
1739357070.201,4.188154
1739357070.451,4.18431
1739357070.701,4.180466
1739357070.951,4.180466
1739357071.201,4.179185
1739357071.451,4.17406
1739357071.701,4.167654
1739357071.951,4.166372
1739357072.201,4.162529
1739357072.451,4.162529
1739357072.701,4.156122
1739357072.951,4.157403
1739357073.201,4.161247
1739357073.451,4.162529
1739357073.701,4.161247
1739357073.951,4.157403
1739357074.201,4.154841
1739357074.451,4.152278
1739357074.701,4.152278
1739357074.951,4.145872
1739357075.201,4.144591
1739357075.451,4.142028
1739357075.701,4.134341
1739357075.951,4.135622
1739357076.201,4.129216
1739357076.451,4.130497
1739357076.701,4.129216
1739357076.951,4.13306
1739357077.201,4.131778
1739357077.451,4.127935
1739357077.701,4.126654
1739357077.951,4.12281
1739357078.201,4.126654
1739357078.451,4.121529
1739357078.701,4.116404
1739357078.951,4.113841
1739357079.201,4.108716
1739357079.451,4.109997
1739357079.701,4.107435
1739357079.951,4.103591
1739357080.201,4.098466
1739357080.451,4.103591
1739357080.701,4.099747
1739357080.951,4.093341
1739357081.201,4.097185
1739357081.451,4.09206
1739357081.701,4.093341
1739357081.951,4.09206
1739357082.201,4.094622
1739357082.451,4.090778
1739357082.701,4.090778
1739357082.951,4.080528
1739357083.201,4.077966
1739357083.451,4.080528
1739357083.701,4.074122
1739357083.951,4.072841
1739357084.201,4.076684
1739357084.451,4.075403
1739357084.701,4.072841
1739357084.951,4.076684
1739357085.201,4.075403
1739357085.451,4.072841
1739357085.701,4.062591
1739357085.951,4.067716
1739357086.201,4.062591
1739357086.451,4.066434
1739357086.701,4.054903
1739357086.951,4.051059
1739357087.201,4.057466
1739357087.451,4.051059
1739357087.701,4.045935
1739357087.951,4.045935
1739357088.201,4.042091
1739357088.451,4.04081
1739357088.701,4.047216
1739357088.951,4.039528
1739357089.201,4.045935
1739357089.451,4.044653
1739357089.701,4.04081
1739357089.951,4.034403
1739357090.201,4.03056
1739357090.451,4.025434
1739357090.701,4.026716
1739357090.951,4.026716
1739357091.201,4.021591
1739357091.451,4.019028
1739357091.701,4.019028
1739357091.951,4.021591
1739357092.201,4.016466
1739357092.451,4.024153
1739357092.701,4.019028
1739357092.951,4.013903
1739357093.201,4.017747
1739357093.451,4.016466
1739357093.701,4.006216
1739357093.951,4.003653
1739357094.201,4.001091
1739357094.451,4.004934
1739357094.701,3.998528
1739357094.951,3.999809
1739357095.201,3.997247
1739357095.451,3.999809
1739357095.701,3.999809
1739357095.951,3.997247
1739357096.201,4.003653
1739357096.451,3.993403
1739357096.701,3.994684
1739357096.951,3.993403
1739357097.201,3.984434
1739357097.451,3.978028
1739357097.701,3.975466
1739357097.951,3.974184
1739357098.201,3.978028
1739357098.451,3.974184
1739357098.701,3.966497
1739357098.951,3.966497
1739357099.201,3.974184
1739357099.451,3.966497
1739357099.701,3.969059
1739357099.951,3.971622
1739357100.201,3.967778
1739357100.451,3.97034
1739357100.701,3.97034
1739357100.951,3.969059
1739357101.201,3.965215
1739357101.451,3.957528
1739357101.701,3.957528
1739357101.951,3.96009
1739357102.201,3.961372
1739357102.451,3.954965
1739357102.701,3.951122
1739357102.951,3.953684
1739357103.201,3.953684
1739357103.451,3.956247
1739357103.701,3.952403
1739357103.951,3.94984
1739357104.201,3.94984
1739357104.451,3.951122
1739357104.701,3.944715
1739357104.951,3.940872
1739357105.201,3.934465
1739357105.451,3.930622
1739357105.701,3.926778
1739357105.951,3.925497
1739357106.201,3.924685
1739357106.451,3.924685
1739357106.701,3.924685
1739357106.951,3.924685
1739357107.201,3.923404
1739357107.451,3.920841
1739357107.701,3.915716
1739357107.951,3.914435
1739357108.201,3.911872
1739357108.451,3.913153
1739357108.701,3.904185
1739357108.951,3.902904
1739357109.201,3.902904
1739357109.451,3.897779
1739357109.701,3.892653
1739357109.951,3.891372
1739357110.201,3.890091
1739357110.451,3.893935
1739357110.701,3.887528
1739357110.951,3.890091
1739357111.201,3.887528
1739357111.451,3.886247
1739357111.701,3.884966
1739357111.951,3.887528
1739357112.201,3.877278
1739357112.451,3.872153
1739357112.701,3.867028
1739357112.951,3.868309
1739357113.201,3.869591
1739357113.451,3.863185
1739357113.701,3.864466
1739357113.951,3.865747
1739357114.201,3.868309
1739357114.451,3.863185
1739357114.701,3.860622
1739357114.951,3.856778
1739357115.201,3.855497
1739357115.451,3.855497
1739357115.701,3.850372
1739357115.951,3.849091
1739357116.201,3.851653
1739357116.451,3.846528
1739357116.701,3.843966
1739357116.951,3.84781
1739357117.201,3.840122
1739357117.451,3.842685
1739357117.701,3.843966
1739357117.951,3.841403
1739357118.201,3.840122
1739357118.451,3.834997
1739357118.701,3.834997
1739357118.951,3.838841
1739357119.201,3.828591
1739357119.451,3.826028
1739357119.701,3.819622
1739357119.951,3.818341
1739357120.201,3.822185
1739357120.451,3.818341
1739357120.701,3.813216
1739357120.951,3.81706
1739357121.201,3.815778
1739357121.451,3.811934
1739357121.701,3.809372
1739357121.951,3.808091
1739357122.201,3.808091
1739357122.451,3.806809
1739357122.701,3.799122
1739357122.951,3.797841
1739357123.201,3.793997
1739357123.451,3.792716
1739357123.701,3.790153
1739357123.951,3.790153
1739357124.201,3.792716
1739357124.451,3.792716
1739357124.701,3.796559
1739357124.951,3.790153
1739357125.201,3.787591
1739357125.451,3.787591
1739357125.701,3.781184
1739357125.951,3.779903
1739357126.201,3.781184
1739357126.451,3.776059
1739357126.701,3.769653
1739357126.951,3.769653
1739357127.201,3.763247
1739357127.451,3.763247
1739357127.701,3.769653
1739357127.951,3.763247
1739357128.201,3.761966
1739357128.451,3.761966
1739357128.701,3.755559
1739357128.951,3.752997
1739357129.201,3.750434
1739357129.451,3.754278
1739357129.701,3.747872
1739357129.951,3.754278
1739357130.201,3.749153
1739357130.451,3.745309
1739357130.701,3.751715
1739357130.951,3.747872
1739357131.201,3.747872
1739357131.451,3.742747
1739357131.701,3.738903
1739357131.951,3.736341
1739357132.201,3.735059
1739357132.451,3.728653
1739357132.701,3.727372
1739357132.951,3.729934
1739357133.201,3.724809
1739357133.451,3.72609
1739357133.701,3.72609
1739357133.951,3.72609
1739357134.201,3.724809
1739357134.451,3.719684
1739357134.701,3.71584
1739357134.951,3.710715
1739357135.201,3.709434
1739357135.451,3.708153
1739357135.701,3.706872
1739357135.951,3.704309
1739357136.201,3.700465
1739357136.451,3.703028
1739357136.701,3.703028
1739357136.951,3.70559
1739357137.201,3.706872
1739357137.451,3.706872
1739357137.701,3.70559
1739357137.951,3.706872
1739357138.201,3.709434
1739357138.451,3.701746
1739357138.701,3.699184
1739357138.951,3.696622
1739357139.201,3.696622
1739357139.451,3.694059
1739357139.701,3.696622
1739357139.951,3.688934
1739357140.201,3.691497
1739357140.451,3.690215
1739357140.701,3.683809
1739357140.951,3.687653
1739357141.201,3.690215
1739357141.451,3.686372
1739357141.701,3.679965
1739357141.951,3.681247
1739357142.201,3.677403
1739357142.451,3.676121
1739357142.701,3.676121
1739357142.951,3.665871
1739357143.201,3.662028
1739357143.451,3.658184
1739357143.701,3.65434
1739357143.951,3.660747
1739357144.201,3.651778
1739357144.451,3.651778
1739357144.701,3.645371
1739357144.951,3.640246
1739357145.201,3.647934
1739357145.451,3.64409
1739357145.701,3.645371
1739357145.951,3.641528
1739357146.201,3.637684
1739357146.451,3.642809
1739357146.701,3.637684
1739357146.951,3.64409
1739357147.201,3.631278
1739357147.451,3.629996
1739357147.701,3.628715
1739357147.951,3.631278
1739357148.201,3.624871
1739357148.451,3.626153
1739357148.701,3.624871
1739357148.951,3.62359
1739357149.201,3.619746
1739357149.451,3.62359
1739357149.701,3.621027
1739357149.951,3.621027
1739357150.201,3.618465
1739357150.451,3.61334
1739357150.701,3.609496
1739357150.951,3.609496
1739357151.201,3.606934
1739357151.451,3.601809
1739357151.701,3.595402
1739357151.951,3.601809
1739357152.201,3.591559
1739357152.451,3.590277
1739357152.701,3.590277
1739357152.951,3.588996
1739357153.201,3.586434
1739357153.451,3.590277
1739357153.701,3.591559
1739357153.951,3.591559
1739357154.201,3.59284
1739357154.451,3.588996
1739357154.701,3.586434
1739357154.951,3.583871
1739357155.201,3.581309
1739357155.451,3.58259
1739357155.701,3.577465
1739357155.951,3.57234
1739357156.201,3.57234
1739357156.451,3.568496
1739357156.701,3.565934
1739357156.951,3.568496
1739357157.201,3.559527
1739357157.451,3.56209
1739357157.701,3.567215
1739357157.951,3.565934
1739357158.201,3.559527
1739357158.451,3.56209
1739357158.701,3.558246
1739357158.951,3.558246
1739357159.201,3.559527
1739357159.451,3.553121
1739357159.701,3.554402
1739357159.951,3.555684
1739357160.201,3.545434
1739357160.451,3.54159
1739357160.701,3.540308
1739357160.951,3.537746
1739357161.201,3.539027
1739357161.451,3.536465
1739357161.701,3.530059
1739357161.951,3.528777
1739357162.201,3.530059
1739357162.451,3.53134
1739357162.701,3.522371
1739357162.951,3.524934
1739357163.201,3.52109
1739357163.451,3.519809
1739357163.701,3.522371
1739357163.951,3.51084
1739357164.201,3.512121
1739357164.451,3.514683
1739357164.701,3.504433
1739357164.951,3.505715
1739357165.201,3.501871
1739357165.451,3.499309
1739357165.701,3.50059
1739357165.951,3.499309
1739357166.201,3.503152
1739357166.451,3.498027
1739357166.701,3.503152
1739357166.951,3.501871
1739357167.201,3.501871
1739357167.451,3.498027
1739357167.701,3.496746
1739357167.951,3.489058
1739357168.201,3.485215
1739357168.451,3.486496
1739357168.701,3.48009
1739357168.951,3.48009
1739357169.201,3.485215
1739357169.451,3.474965
1739357169.701,3.478808
1739357169.951,3.481371
1739357170.201,3.481371
1739357170.451,3.478808
1739357170.701,3.478808
1739357170.951,3.473683
1739357171.201,3.471121
1739357171.451,3.473683
1739357171.701,3.464715
1739357171.951,3.462152
1739357172.201,3.462152
1739357172.451,3.463433
1739357172.701,3.458308
1739357172.951,3.454465
1739357173.201,3.453183
1739357173.451,3.459589
1739357173.701,3.457027
1739357173.951,3.460871
1739357174.201,3.460871
1739357174.451,3.459589
1739357174.701,3.459589
1739357174.951,3.459589
1739357175.201,3.457027
1739357175.451,3.454465
1739357175.701,3.44934
1739357175.951,3.441652
1739357176.201,3.437808
1739357176.451,3.437808
1739357176.701,3.435246
1739357176.951,3.433964
1739357177.201,3.436527
1739357177.451,3.437808
1739357177.701,3.435246
1739357177.951,3.43909
1739357178.201,3.431402
1739357178.451,3.427558
1739357178.701,3.426277
1739357178.951,3.432225
1739357179.201,3.425819
1739357179.451,3.4271
1739357179.701,3.420694
1739357179.951,3.419412
1739357180.201,3.420694
1739357180.451,3.418131
1739357180.701,3.413006
1739357180.951,3.413006
1739357181.201,3.407881
1739357181.451,3.405319
1739357181.701,3.411725
1739357181.951,3.409162
1739357182.201,3.409162
1739357182.451,3.407881
1739357182.701,3.402756
1739357182.951,3.404037
1739357183.201,3.402756
1739357183.451,3.400194
1739357183.701,3.398912
1739357183.951,3.400194
1739357184.201,3.39635
1739357184.451,3.392506
1739357184.701,3.395069
1739357184.951,3.395069
1739357185.201,3.392506
1739357185.451,3.398912
1739357185.701,3.392506
1739357185.951,3.389944
1739357186.201,3.392506
1739357186.451,3.389944
1739357186.701,3.3861
1739357186.951,3.3861
1739357187.201,3.384819
1739357187.451,3.382256
1739357187.701,3.378412
1739357187.951,3.374568
1739357188.201,3.374568
1739357188.451,3.372006
1739357188.701,3.369443
1739357188.951,3.368162
1739357189.201,3.372006
1739357189.451,3.366881
1739357189.701,3.369443
1739357189.951,3.368162
1739357190.201,3.364319
1739357190.451,3.364319
1739357190.701,3.363037
1739357190.951,3.361756
1739357191.201,3.359194
1739357191.451,3.359194
1739357191.701,3.352787
1739357191.951,3.350225
1739357192.201,3.346381
1739357192.451,3.348943
1739357192.701,3.343818
1739357192.951,3.346381
1739357193.201,3.339975
1739357193.451,3.343818
1739357193.701,3.346381
1739357193.951,3.350225
1739357194.201,3.356631
1739357194.451,3.364319
1739357194.701,3.388662
1739357194.951,3.421975
1739357195.201,3.451444
1739357195.451,3.475788
1739357195.701,3.493725
1739357195.951,3.514225
1739357196.201,3.5296
1739357196.451,3.543694
1739357196.701,3.542413
1739357196.951,3.553944
1739357197.201,3.56035
1739357197.451,3.561632
1739357197.701,3.566757
1739357197.951,3.577007
1739357198.201,3.578288
1739357198.451,3.574444
1739357198.701,3.573163
1739357198.951,3.566757
1739357199.201,3.566757
1739357199.451,3.562913
1739357199.701,3.56035
1739357199.951,3.555225
1739357200.201,3.556507
1739357200.451,3.546257
1739357200.701,3.543694
1739357200.951,3.53985
1739357201.201,3.536006
1739357201.451,3.532163
1739357201.701,3.525757
1739357201.951,3.524475
1739357202.201,3.518069
1739357202.451,3.510381
1739357202.701,3.507819
1739357202.951,3.502694
1739357203.201,3.495006
1739357203.451,3.495006
1739357203.701,3.489881
1739357203.951,3.480913
1739357204.201,3.480913
1739357204.451,3.475788
1739357204.701,3.471944
1739357204.951,3.473225
1739357205.201,3.471944
1739357205.451,3.471944
1739357205.701,3.470663
1739357205.951,3.465538
1739357206.201,3.465538
1739357206.451,3.462975
1739357206.701,3.459131
1739357206.951,3.456569
1739357207.201,3.450162
1739357207.451,3.443756
1739357207.701,3.439913
1739357207.951,3.43735
1739357208.201,3.438631
1739357208.451,3.441194
1739357208.701,3.434788
1739357208.951,3.439913
1739357209.201,3.433506
1739357209.451,3.439913
1739357209.701,3.434788
1739357209.951,3.432225
1739357210.201,3.432225
1739357210.451,3.432225
1739357210.701,3.430944
1739357210.951,3.430944
1739357211.201,3.434788
1739357211.451,3.425819
1739357211.701,3.428381
1739357211.951,3.4271
1739357212.201,3.420694
1739357212.451,3.423256
1739357212.701,3.41685
1739357212.951,3.41685
1739357213.201,3.418131
1739357213.451,3.423256
1739357213.701,3.425819
1739357213.951,3.428381
1739357214.201,3.436069
1739357214.451,3.436069
1739357214.701,3.4476
1739357214.951,3.454006
1739357215.201,3.465538
1739357215.451,3.474506
1739357215.701,3.4886
1739357215.951,3.500131
1739357216.201,3.518069
1739357216.451,3.51935
1739357216.701,3.530881
1739357216.951,3.532163
1739357217.201,3.532163
1739357217.451,3.536006
1739357217.701,3.534725
1739357217.951,3.532163
1739357218.201,3.5296
1739357218.451,3.533444
1739357218.701,3.5296
1739357218.951,3.530881
1739357219.201,3.536006
1739357219.451,3.542413
1739357219.701,3.546257
1739357219.951,3.553944
1739357220.201,3.559069
1739357220.451,3.561632
1739357220.701,3.562913
1739357220.951,3.565475
1739357221.201,3.562913
1739357221.451,3.56035
1739357221.701,3.571882
1739357221.951,3.569319
1739357222.201,3.566757
1739357222.451,3.556507
1739357222.701,3.556507
1739357222.951,3.548819
1739357223.201,3.547538
1739357223.451,3.538569
1739357223.701,3.536006
1739357223.951,3.530881
1739357224.201,3.528319
1739357224.451,3.528319
1739357224.701,3.521913
1739357224.951,3.518069
1739357225.201,3.516788
1739357225.451,3.525757
1739357225.701,3.543694
1739357225.951,3.565475
1739357226.201,3.5911
1739357226.451,3.616725
1739357226.701,3.644913
1739357226.951,3.664132
1739357227.201,3.674382
1739357227.451,3.689757
1739357227.701,3.702569
1739357227.951,3.705132
1739357228.201,3.708976
1739357228.451,3.705132
1739357228.701,3.700007
1739357228.951,3.696163
1739357229.201,3.693601
1739357229.451,3.680788
1739357229.701,3.676944
1739357229.951,3.670538
